system:index,DetailedQA,NDVI,.geo
0,2116,0.2886,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.535301665021024,-6.842448011902168]}"
1,2116,0.27740000000000004,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.52624394562914,-6.842448011902168]}"
2,2112,0.21200000000000002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.49001306806159,-6.842448011902168]}"
3,2116,0.27240000000000003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.52693235924388,-6.851441217824767]}"
4,2116,0.2767,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.51787446914029,-6.851441217824767]}"
5,2112,0.21830000000000002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.5088165790367,-6.851441217824767]}"
6,2112,0.218,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.499758688933106,-6.851441217824767]}"
7,2112,0.227,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.490700798829515,-6.851441217824767]}"
8,2112,0.24630000000000002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.48164290872593,-6.851441217824767]}"
9,2112,0.25120000000000003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.47258501862233,-6.851441217824767]}"
10,2112,0.2516,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.46352712851874,-6.851441217824767]}"
11,2112,0.2311,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.45446923841515,-6.851441217824767]}"
12,2112,0.25730000000000003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.445411348311566,-6.851441217824767]}"
13,2112,0.2409,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.43635345820797,-6.851441217824767]}"
14,2112,0.2564,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.427295568104384,-6.851441217824767]}"
15,2112,0.2273,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.418237678000786,-6.851441217824767]}"
16,2112,0.2109,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.40012189779361,-6.851441217824767]}"
17,2116,0.24380000000000002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.39106400769002,-6.851441217824767]}"
18,2116,0.2626,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.51856363770306,-6.860434423747364]}"
19,2112,0.2093,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.509505576658164,-6.860434423747364]}"
20,2112,0.2252,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.500447515613274,-6.860434423747364]}"
21,2112,0.2356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.49138945456837,-6.860434423747364]}"
22,2112,0.25220000000000004,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.48233139352348,-6.860434423747364]}"
23,2112,0.24810000000000001,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.47327333247859,-6.860434423747364]}"
24,2112,0.2431,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.46421527143369,-6.860434423747364]}"
25,2112,0.2331,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.4551572103888,-6.860434423747364]}"
26,2112,0.25930000000000003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.4460991493439,-6.860434423747364]}"
27,2112,0.2431,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.437041088299,-6.860434423747364]}"
28,2112,0.2326,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.42798302725411,-6.860434423747364]}"
29,2112,0.22890000000000002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.41892496620921,-6.860434423747364]}"
30,2112,0.2197,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.409866905164314,-6.860434423747364]}"
31,2112,0.2101,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.400808844119425,-6.860434423747364]}"
32,2112,0.20320000000000002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.39175078307453,-6.860434423747364]}"
33,2116,0.2403,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.51925373201195,-6.8694276296699615]}"
34,2116,0.2436,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.510195499796126,-6.8694276296699615]}"
35,2112,0.22690000000000002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.5011372675803,-6.8694276296699615]}"
36,2112,0.2515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.492079035364476,-6.8694276296699615]}"
