system:index,NDVI,longitude,latitud,QA_general,QA_usefulness,QA_aerosol,QA_adjacent_cloud,QA_water
0,0.2476,-36.53536976649717,-6.843337985549752,goodQA,highest,low,no,land
1,0.2376,-36.52631203022179,-6.843337985549752,goodQA,highest,low,no,land
2,0.248,-36.4900810851202,-6.843337985549752,goodQA,highest,low,no,land
3,0.2257,-36.527000535459294,-6.8523311914723495,goodQA,highest,low,no,land
4,0.2388,-36.51794262844948,-6.8523311914723495,goodQA,highest,low,no,land
5,0.2289,-36.50888472143966,-6.8523311914723495,goodQA,highest,low,no,land
6,0.2397,-36.49982681442984,-6.8523311914723495,goodQA,highest,low,no,land
7,0.2511,-36.49076890742001,-6.8523311914723495,goodQA,highest,low,no,land
8,0.2626,-36.4817110004102,-6.8523311914723495,goodQA,highest,low,no,land
9,0.2589,-36.47265309340038,-6.8523311914723495,goodQA,highest,low,no,land
10,0.2683,-36.463595186390556,-6.8523311914723495,goodQA,highest,low,no,land
11,0.2661,-36.454537279380745,-6.8523311914723495,goodQA,highest,low,no,land
12,0.2778,-36.445479372370926,-6.8523311914723495,goodQA,highest,low,no,land
13,0.2743,-36.4364214653611,-6.8523311914723495,goodQA,highest,low,no,land
14,0.2879,-36.42736355835128,-6.8523311914723495,goodQA,highest,low,no,land
15,0.249,-36.41830565134146,-6.8523311914723495,goodQA,highest,low,no,land
16,0.2528,-36.40018983732183,-6.8523311914723495,goodQA,highest,low,no,land
17,0.2385,-36.39113193031201,-6.8523311914723495,goodQA,highest,low,no,land
18,0.2378,-36.51863188862085,-6.861324397394947,goodQA,highest,low,no,land
19,0.2369,-36.509573810647,-6.861324397394947,goodQA,highest,low,no,land
20,0.2543,-36.50051573267316,-6.861324397394947,goodQA,highest,low,no,land
21,0.2682,-36.4914576546993,-6.861324397394947,goodQA,highest,low,no,land
22,0.2853,-36.48239957672546,-6.861324397394947,goodQA,highest,low,no,land
23,0.2787,-36.47334149875162,-6.861324397394947,goodQA,highest,low,no,land
24,0.2531,-36.46428342077777,-6.861324397394947,goodQA,highest,low,no,land
25,0.2383,-36.45522534280393,-6.861324397394947,goodQA,highest,low,no,land
26,0.279,-36.44616726483008,-6.861324397394947,goodQA,highest,low,no,land
27,0.2634,-36.43710918685623,-6.861324397394947,goodQA,highest,low,no,land
28,0.2554,-36.428051108882386,-6.861324397394947,goodQA,highest,low,no,land
29,0.239,-36.41899303090853,-6.861324397394947,goodQA,highest,low,no,land
30,0.244,-36.40993495293469,-6.861324397394947,goodQA,highest,low,no,land
31,0.2206,-36.400876874960844,-6.861324397394947,goodQA,highest,low,no,land
32,0.2114,-36.391818796987,-6.861324397394947,goodQA,highest,low,no,land
33,0.24,-36.519322074546885,-6.870317603317545,goodQA,highest,low,no,land
34,0.247,-36.51026382537939,-6.870317603317545,goodQA,highest,low,no,land
35,0.2549,-36.50120557621189,-6.870317603317545,goodQA,highest,low,no,land
36,0.2758,-36.492147327044385,-6.870317603317545,goodQA,highest,low,no,land
37,0.3077,-36.4830890778769,-6.870317603317545,goodQA,highest,low,no,land
38,0.3055,-36.474030828709395,-6.870317603317545,goodQA,highest,low,no,land
39,0.2908,-36.46497257954189,-6.870317603317545,goodQA,highest,low,no,land
40,0.2749,-36.455914330374405,-6.870317603317545,goodQA,highest,low,no,land
41,0.2501,-36.4468560812069,-6.870317603317545,goodQA,highest,low,no,land
42,0.2741,-36.4377978320394,-6.870317603317545,goodQA,highest,low,no,land
43,0.2681,-36.42873958287191,-6.870317603317545,goodQA,highest,low,no,land
44,0.2676,-36.4196813337044,-6.870317603317545,goodQA,highest,low,no,land
