system:index,NDVI,longitude,latitud,QA_general,QA_usefulness,QA_aerosol,QA_adjacent_cloud,QA_water,QA_snow
0,0.2724,-36.53533571462549,-6.842892998725961,goodQA,highest,low,no,land,no
1,0.2359,-36.52627798679213,-6.842892998725961,goodQA,highest,low,no,land,no
2,0.2293,-36.4900470754587,-6.842892998725961,goodQA,highest,low,no,land,no
3,0.2724,-36.526966446218154,-6.851886204648558,goodQA,lower,low,no,land,no
4,0.2767,-36.51790854766173,-6.851886204648558,goodQA,lower,low,no,land,no
5,0.2231,-36.508850649105305,-6.851886204648558,goodQA,highest,low,no,land,no
6,0.2227,-36.499792750548885,-6.851886204648558,goodQA,highest,low,no,land,no
7,0.2346,-36.49073485199246,-6.851886204648558,goodQA,highest,low,no,land,no
8,0.2586,-36.48167695343603,-6.851886204648558,goodQA,highest,low,no,land,no
9,0.2629,-36.47261905487961,-6.851886204648558,goodQA,highest,low,no,land,no
10,0.2705,-36.46356115632318,-6.851886204648558,goodQA,highest,low,no,land,no
11,0.2618,-36.45450325776676,-6.851886204648558,goodQA,highest,low,no,land,no
12,0.266,-36.44544535921034,-6.851886204648558,goodQA,highest,low,no,land,no
13,0.2577,-36.43638746065391,-6.851886204648558,goodQA,highest,low,no,land,no
14,0.2618,-36.42732956209749,-6.851886204648558,goodQA,highest,low,no,land,no
15,0.2517,-36.41827166354106,-6.851886204648558,goodQA,highest,low,no,land,no
16,0.2268,-36.400155866428214,-6.851886204648558,goodQA,highest,low,no,land,no
17,0.2237,-36.391097967871794,-6.851886204648558,goodQA,highest,low,no,land,no
18,0.2626,-36.5185977620287,-6.860879410571156,goodQA,lower,low,no,land,no
19,0.2093,-36.5095396925196,-6.860879410571156,goodQA,highest,low,no,land,no
20,0.2252,-36.500481623010515,-6.860879410571156,goodQA,highest,low,no,land,no
21,0.2356,-36.49142355350143,-6.860879410571156,goodQA,highest,low,no,land,no
22,0.2522,-36.48236548399234,-6.860879410571156,goodQA,highest,low,no,land,no
